SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA,Bertz,Whitlock,Barone,TWC,SMCM,Bottcher,Spacial
On1cccc1C=C1C=CC=N1,3.679430651844115,1.08057692801555,3.9759078706159663,0.0032939373049885,2.630875920171708,3.573186396572673,0.0794677734375,-30.354197227942198,357.6351837557248,17,264,4.976152736091284,20.666999999999998,142.01489656900145,170
C1=CC(=Cc2ccc[n-]2)N=C1,3.6417980509485512,1.089468927081426,3.9676258152141455,0.6554483771324158,2.4158526357126338,4.821790546087439,2.3984375,-25.44187595141846,301.3417492025677,16,249,4.505136406405284,18.727000000000004,114.97066858663193,158
Cn1cccc1C=C1C=CC=N1,3.638108385392597,1.0872689266761144,3.955602199317181,0.7437968254089355,2.747514701565235,3.1428400229462987,0.39404296875,-8.014435745620183,352.945227819832,16,261,4.976152736091284,20.584000000000003,129.12429978073354,171
Cc1cc2ccn1c2C=C1C=CC=N1,3.6311420479502,1.089332926984628,3.9555225953905473,0.0425364151597023,3.2566660761267348,4.136389189788032,-4.89453125,-19.4110459972585,541.3390127091452,22,345,6.121193017401494,26.631999999999998,163.1242997807336,225
N=Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.647947715366454,1.0835923939863843,3.952888398031097,0.0005716853193007,3.2589439538410496,4.907219244579101,2.314453125,-22.721863958224688,499.91734939862937,22,330,6.7083723686268515,24.904999999999994,224.9077810510438,222
C=C(C)n1cccc1C=C1C=CC=N1,3.713406438509623,1.0630922603368758,3.947693644264703,0.2849006354808807,2.801568251331266,3.5947802010767536,0.490234375,-31.55857817400137,430.6417155218995,18,297,5.838360391942109,24.084,154.12429978073357,191
C=NC(C=CC[N+]B(F)F)=Cc1cccn1C,3.626449384110314,1.0868279936949412,3.941326708368868,0.0682781785726547,3.0216019119343893,4.678330411627791,-0.235107421875,5.739333426345674,424.1059633762418,16,282,6.750114651505392,27.333,188.43952023012434,163
Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.648888384267262,1.0784683937946955,3.935210794916836,0.5811789631843567,2.9440124365077693,4.3014507012215,2.916015625,14.158828099325708,457.7423746070012,19,309,6.296434382579432,24.326999999999998,207.92407485838447,215
C#Cc1c(O)c(OO)n(C)c1C#CC=C,4.767492996454239,0.8247257263462369,3.93187412435132,0.8537770509719849,3.46715583454118,4.4048554264962245,-5.16015625,-27.885039632220867,494.61853987581276,18,312,6.426661367932592,25.705999999999996,183.29096858086268,129
ONC1C=CC=CC=Cc2cccn21,3.9288872078736623,0.994800193909804,3.908457756242468,0.5361813902854919,2.8072130291285555,4.6657576468554325,-0.8671875,-60.47590811772506,387.74672436872254,19,300,5.82720573556467,27.595,165.75186216316763,279
