SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA,Bertz,Whitlock,Barone,TWC,SMCM,Bottcher,Spacial
Cn1c2cc(c1N)N(N)C(C1C(N)=C(N)N3N=NNC=C3C1O)=C2,3.958282064169929,0.676087206453085,2.676143863117998,1.6654174705976743e-09,4.114222738376787,6.1064049499269855,-10.2421875,-65.24457357739186,847.179030494251,39,555,10.618916693463367,48.465,353.60708966085053,607
CC(=C1C=CC=N1)c1cccn1C=N,3.786567034810687,0.8589236915795575,3.252372135953054,8.622326276963577e-05,3.05779155829756,3.940376739538292,-1.1669921875,-38.831951773375074,432.8526302233796,19,300,5.9048301882158505,24.162,152.93808097195063,191
CSC(=C1C=CC=N1)c1cccn1B(F)F,3.7447513676333046,0.7344587330510218,2.750365345063038,6.184650555951521e-05,3.333112897681535,4.289853090732947,-2.2265625,-18.72561087636412,462.91850903290293,20,321,6.7829825848274234,24.455,201.07094998676772,217
[B]n1cc(F)c(F)c1C(O)=C(CC)N(CO)C12C=CC(OO1)N2N,4.308913205639521,0.6099860733320316,2.6283770466365883,1.2164846339146608e-05,3.5933533794554644,6.379437935403049,-4.5,-49.12984962244986,725.0700160410888,31,468,10.634214178403873,47.024,395.1746726559255,611
Nc1[n-]c(C=C2C=CC=N2)c(O)c1OO,3.716912309292384,0.8137849718748578,3.024767379078815,0.1279239505529403,2.8668346630634742,4.676589162759962,-1.73046875,-50.78504362279397,457.1922738942697,20,324,6.3543143919361755,26.124000000000002,185.0295622756855,203
CCN=C1Cn2c3c1c(c2C(O)=NC=C=O)C#C3,4.785207133102417,0.7097066660687327,3.3960934008824344,0.0159809719771146,3.832800010958521,6.255110545117805,-9.609375,-62.32230956514265,719.6431068925217,31,447,8.158108506366064,35.571,239.15712465811956,249
Nc1c(O)cn2c3c(cc12)C=CC=C=3,3.8428987200231264,0.694802081144743,2.670054028300537,0.0094182509928941,3.291235815252397,4.572287508769062,-7.4765625,-71.507460181204,642.6673529752056,21,369,6.239893567930874,25.416999999999998,192.27467477352207,184
NC1=C(N)C(=Cc2cccn2C=O)N=C1,3.57891853900637,0.9884508633812268,3.5375851198519253,0.00036698099575,2.474743512726572,3.9696078440786415,-1.7890625,-22.960323320783985,493.27559583492064,21,324,6.315772035314854,25.268,196.75186216316763,222
CNc1c(N=O)[nH]c(C=C2C(N)=CC=[N+]2B(N)F)c1N,4.074880463616053,0.7272914588681288,2.9636257570965565,0.0001009082843665,3.8122997137018513,5.024285026160669,-5.87109375,-22.274528184033763,646.2764515304322,26,417,8.543008018732603,33.672000000000004,327.47203996786396,277
N=NCSC1=C2C=CC=[N+]2B(F)n2cccc21,3.79051029741045,0.7180920656810204,2.7219353694526487,6.495905836345628e-05,3.2615823162930693,5.148183379328783,0.253173828125,-27.03350506512705,574.6159580112709,27,393,7.499111192055011,26.531,295.48483391079935,289
